url_length,dot_count,slash_count,dash_count,underscore_count,at_count,equal_count,is_https,domain_length,path_length,type
379,2,3,1,1,0,9,1,14,7,good
28,2,3,1,0,0,0,1,19,1,bad
44,2,5,1,0,0,0,1,17,19,good
44,2,5,0,0,0,0,1,17,19,good
40,2,3,1,0,0,0,1,31,1,bad
398,4,3,0,0,0,4,1,20,1,good
34,2,3,1,0,0,0,1,25,1,bad
92,2,3,1,0,0,3,1,15,6,good
28,1,3,0,0,0,0,1,9,11,bad
44,1,3,0,0,0,1,1,16,8,good
52,3,5,2,0,0,0,1,16,28,bad
49,3,4,1,0,0,0,0,33,9,bad
91,2,6,4,0,0,0,1,15,68,good
147,1,4,16,0,0,0,1,10,129,good
41,2,3,0,0,0,0,1,32,1,bad
71,1,4,1,0,0,0,1,11,52,bad
83,2,7,0,0,0,0,1,15,10,good
44,2,5,0,0,0,0,1,17,19,good
32,2,4,0,0,0,0,1,9,15,good
44,1,4,0,0,0,0,1,19,17,bad
77,2,6,3,0,0,0,1,15,54,good
113,2,7,5,0,0,0,1,16,89,good
20,1,3,0,0,0,0,1,11,1,bad
92,1,4,1,0,0,0,1,19,65,bad
19,1,3,0,0,0,0,1,5,6,bad
36,2,3,2,0,0,0,1,27,1,bad
165,2,10,4,0,0,0,1,10,147,good
119,2,3,0,0,0,2,1,16,10,good
110,1,7,2,0,0,0,1,10,92,good
88,3,2,0,0,0,0,1,80,0,bad
58,2,5,2,0,0,0,1,22,28,bad
204,3,4,5,1,0,1,1,26,15,bad
88,2,5,0,0,0,0,1,15,65,bad
28,2,3,0,0,0,0,1,19,1,bad
43,2,3,0,0,0,1,1,15,6,good
150,2,7,9,0,0,1,1,16,105,good
24,1,3,0,0,0,0,1,7,9,bad
70,2,7,2,0,0,0,1,10,52,good
41,2,5,0,0,0,0,1,17,16,good
63,3,3,1,0,0,0,1,43,12,bad
77,3,3,1,0,0,0,1,43,26,bad
28,1,3,0,0,0,0,1,19,1,bad
59,1,4,2,0,0,0,1,10,41,good
26,1,4,0,0,0,0,1,12,6,bad
44,2,3,2,0,0,0,1,35,1,bad
128,3,4,0,11,0,3,1,16,13,good
44,2,5,0,0,0,0,1,17,19,good
93,1,5,1,0,0,0,1,19,66,bad
75,1,4,0,0,0,0,1,15,52,bad
45,2,3,1,0,0,0,1,29,8,bad
33,2,3,1,0,0,0,1,24,1,bad
42,2,4,0,0,0,0,1,15,19,good
174,3,9,5,0,0,0,1,10,156,good
46,2,4,1,0,0,0,1,20,18,good
41,2,3,3,0,0,0,1,32,1,bad
76,2,7,0,1,0,0,1,16,52,good
27,2,3,0,0,0,0,1,18,1,bad
63,3,3,1,0,0,0,1,43,12,bad
19,1,3,0,0,0,0,0,11,1,bad
68,1,3,0,1,0,2,1,18,6,good
38,2,4,1,0,0,0,1,23,7,bad
53,1,4,2,0,0,0,1,10,35,good
92,1,4,1,0,0,0,1,19,65,bad
34,2,3,0,0,0,0,1,25,1,bad
84,3,2,1,0,0,0,1,76,0,bad
88,2,4,0,0,0,0,1,15,65,bad
617,7,5,6,6,0,7,1,19,13,good
178,3,7,2,0,0,4,1,15,108,bad
40,2,3,0,0,0,0,1,31,1,bad
82,2,4,0,3,0,1,1,16,23,good
74,3,3,0,0,0,2,1,16,6,good
87,2,5,1,0,0,0,1,11,68,bad
54,2,5,0,0,0,1,1,17,15,good
297,2,3,1,1,0,10,1,14,7,good
26,2,3,1,0,0,0,1,17,1,bad
43,3,3,0,0,0,0,1,34,1,bad
72,2,3,0,0,0,4,1,20,1,good
89,2,5,0,0,0,0,1,15,66,bad
46,3,3,2,0,0,0,1,37,1,bad
43,3,3,0,0,0,0,1,34,1,bad
28,2,2,0,0,0,0,0,21,0,bad
383,2,3,0,0,0,1,1,16,6,good
42,2,4,1,0,0,0,1,15,19,good
128,1,3,8,0,0,3,1,16,7,good
85,3,3,1,0,0,0,1,76,1,bad
61,4,6,0,0,0,0,0,23,31,bad
96,3,4,0,0,0,0,1,23,65,bad
33,2,3,1,0,0,0,1,17,8,bad
42,2,4,0,0,0,0,1,15,19,good
43,2,4,1,0,0,0,1,26,9,bad
85,3,3,1,0,0,0,1,76,1,bad
345,2,3,1,2,0,9,1,14,7,good
51,2,4,0,0,0,0,1,14,29,good
43,2,3,0,0,0,0,1,34,1,bad
87,2,3,0,1,0,1,1,15,8,good
100,2,5,1,0,0,0,1,19,73,bad
24,1,3,0,0,0,0,0,16,1,bad
92,2,3,0,0,0,3,1,15,6,good
26,1,3,0,0,0,0,1,6,12,bad
92,1,4,1,0,0,0,1,19,65,bad
71,1,4,1,0,0,0,1,11,52,bad
1217,8,3,0,0,0,4,1,20,1,good
167,2,7,1,1,0,3,1,15,108,bad
30,1,3,0,0,0,0,1,4,11,bad
46,2,3,3,0,0,0,1,37,1,bad
50,3,2,3,0,0,0,1,42,0,bad
108,2,4,0,0,0,4,1,12,14,good
43,2,4,1,0,0,0,1,15,20,good
96,3,4,0,0,0,0,1,23,65,bad
90,1,3,2,0,0,2,1,13,4,good
97,3,5,0,0,0,0,1,23,66,bad
29,1,2,1,0,0,0,1,21,0,bad
144,4,5,0,5,0,0,1,23,113,bad
96,3,4,0,0,0,0,1,23,65,bad
232,2,6,1,0,0,7,1,14,27,good
27,2,3,0,0,0,0,1,18,1,bad
102,2,5,1,0,0,0,1,19,75,bad
128,2,6,9,0,0,0,1,16,104,good
102,1,8,5,0,0,0,1,10,84,good
96,3,4,0,0,0,0,1,23,65,bad
43,3,3,0,0,0,0,1,34,1,bad
43,3,3,0,0,0,0,1,34,1,bad
33,2,4,0,0,0,0,1,14,11,good
81,5,3,2,0,0,0,0,53,21,bad
34,2,3,0,0,0,0,1,25,1,bad
68,1,5,0,0,0,0,1,7,53,bad
40,2,3,0,0,0,1,1,18,7,good
29,2,3,0,0,0,0,1,20,1,bad
92,1,4,1,0,0,0,1,19,65,bad
44,2,4,0,0,0,0,1,13,10,good
76,3,4,0,0,0,2,1,16,7,good
92,2,3,1,1,0,3,1,15,6,good
64,2,6,0,0,0,0,1,17,39,good
94,2,3,0,1,0,1,1,15,8,good
38,2,3,1,0,0,0,1,29,1,bad
27,2,3,0,0,0,0,1,18,1,bad
96,3,4,0,0,0,0,1,23,65,bad
132,2,4,1,0,0,8,1,15,10,good
44,2,5,0,0,0,0,1,17,19,good
43,3,3,0,0,0,0,1,34,1,bad
43,2,3,0,0,0,1,1,15,6,good
97,3,5,0,0,0,0,1,23,66,bad
167,2,6,8,0,0,1,1,15,81,good
44,2,5,0,0,0,0,1,17,19,good
83,2,3,0,1,0,2,1,15,6,good
99,2,5,0,1,0,3,1,15,19,good
67,2,3,0,0,0,4,1,20,1,good
81,1,5,1,0,0,0,1,19,53,bad
32,2,3,0,0,0,0,0,22,3,bad
53,1,4,2,0,0,0,1,10,35,good
42,3,3,0,0,0,0,0,26,9,bad
93,1,5,1,0,0,0,1,19,66,bad
109,4,5,0,0,0,0,1,23,78,bad
53,1,4,0,0,0,2,1,15,12,good
69,1,4,0,2,0,3,1,19,5,good
79,2,6,4,0,0,0,1,14,57,good
91,3,4,0,8,0,2,1,16,13,good
72,2,7,0,0,0,0,1,15,10,good
41,3,3,0,0,0,0,1,32,1,bad
45,2,4,0,0,0,0,1,16,21,good
94,2,4,1,0,0,0,1,21,65,bad
26,2,3,0,0,0,0,1,16,1,good
37,2,3,0,0,0,1,1,14,7,good
92,3,4,1,0,0,0,1,23,61,bad
145,3,4,1,5,0,3,1,16,17,good
633,6,6,2,7,0,14,1,19,24,good
492,6,6,1,3,0,14,1,19,24,good
52,3,3,2,0,0,0,1,30,14,bad
400,3,4,0,2,0,1,1,18,88,good
62,3,3,1,0,0,0,1,43,11,bad
39,2,4,0,0,0,0,1,17,14,good
41,2,3,3,0,0,0,1,32,1,bad
45,3,3,2,0,0,0,1,36,1,bad
108,2,5,1,0,0,0,1,19,81,bad
42,2,4,0,0,0,0,1,15,19,good
92,1,4,1,0,0,0,1,19,65,bad
125,2,7,1,0,0,1,1,15,76,good
45,3,4,0,1,0,0,1,17,20,good
41,1,5,0,0,0,0,1,11,22,good
103,2,7,3,0,0,0,1,15,57,good
62,2,5,1,0,0,0,1,14,40,good
178,3,7,1,1,0,4,1,15,108,bad
67,2,5,4,0,0,0,1,16,43,bad
43,2,3,1,0,0,1,1,15,6,good
96,3,4,0,0,0,0,1,23,65,bad
131,1,8,3,0,0,0,1,10,113,good
37,2,3,1,0,0,0,1,28,1,bad
95,2,5,1,0,0,0,1,21,66,bad
71,1,4,1,0,0,0,1,11,52,bad
157,3,8,3,1,0,1,1,16,69,good
37,2,4,0,0,0,0,1,16,13,bad
43,3,3,0,0,0,0,1,34,1,bad
40,2,3,0,0,0,0,1,31,1,bad
67,2,6,1,0,0,0,1,9,50,bad
42,2,4,0,0,0,0,1,15,19,good
29,2,2,0,0,0,0,0,22,0,bad
35,2,3,1,0,0,0,1,26,1,bad
44,2,5,0,1,0,0,1,17,19,good
118,2,8,7,0,0,1,1,16,73,good
35,2,3,0,0,0,0,1,14,13,good
33,2,3,1,0,0,0,1,24,1,bad
116,3,3,0,3,0,1,1,45,1,bad
78,3,4,0,0,0,2,1,16,7,good
41,2,3,0,0,0,0,1,32,1,bad
242,2,3,3,1,0,10,1,14,7,good
219,4,5,0,0,0,6,1,19,21,good
60,4,5,0,0,0,0,1,21,31,bad
168,2,3,0,0,0,4,1,20,1,good
84,3,2,1,0,0,0,1,76,0,bad
38,2,3,1,0,0,0,1,29,1,bad
84,3,2,1,0,0,0,1,76,0,bad
1212,8,3,0,0,0,4,1,20,1,good
43,2,4,0,0,0,0,1,15,20,good
58,1,6,1,0,0,0,1,10,40,good
55,2,7,0,0,0,0,1,10,37,good
84,3,2,1,0,0,0,1,76,0,bad
96,3,4,0,0,0,0,1,23,65,bad
461,13,11,3,0,0,10,0,13,21,bad
51,3,4,0,0,0,0,1,21,22,bad
41,2,3,1,0,0,0,1,32,1,bad
43,3,3,0,0,0,0,1,34,1,bad
1148,8,4,6,9,0,10,1,14,10,good
72,2,7,0,0,0,0,1,15,10,good
181,3,7,1,0,0,4,1,15,108,bad
34,2,3,1,0,0,0,1,25,1,bad
41,1,5,0,0,0,0,1,11,22,good
63,2,5,2,0,0,0,1,16,39,bad
38,2,3,1,0,0,0,1,29,1,bad
39,2,3,0,0,0,1,1,14,1,good
74,3,3,0,0,0,2,1,16,6,good
110,2,7,0,0,0,2,1,15,10,good
42,2,4,0,0,0,0,1,15,19,good
84,2,5,0,0,0,0,1,15,61,bad
27,2,3,0,0,0,0,1,18,1,bad
35,2,3,0,0,0,0,1,26,1,bad
149,1,7,2,0,0,0,1,10,131,good
84,3,2,1,0,0,0,1,76,0,bad
61,3,3,1,0,0,0,1,43,10,bad
27,2,3,0,0,0,0,1,18,1,bad
44,2,5,0,1,0,0,1,17,19,good
104,1,6,5,0,0,2,1,12,38,good
67,1,4,3,0,0,0,1,10,49,good
39,2,5,0,0,0,0,1,16,15,bad
72,2,7,0,0,0,0,1,15,10,good
36,2,4,0,0,0,0,1,14,13,good
52,3,3,2,0,0,0,1,43,1,bad
39,2,3,1,0,0,0,1,30,1,bad
238,3,3,0,2,0,11,1,14,7,good
47,2,4,0,0,0,0,1,23,16,bad
43,2,3,0,0,0,1,1,15,6,good
95,2,7,1,0,0,0,1,10,76,good
65,2,3,4,0,0,0,1,56,1,bad
77,1,5,1,0,0,0,1,11,58,bad
71,1,4,1,0,0,0,1,11,52,bad
44,2,5,0,0,0,0,1,17,19,good
39,2,3,0,0,0,0,1,16,15,good
31,1,3,0,0,0,0,1,10,13,bad
44,2,3,1,0,0,0,1,28,8,good
98,2,3,0,0,0,4,1,15,6,good
43,2,3,2,0,0,0,1,34,1,bad
35,1,4,1,0,0,0,1,18,9,bad
101,6,5,2,2,0,1,1,16,77,bad
43,2,5,0,0,0,0,1,16,19,bad
27,1,4,0,0,0,0,1,10,9,bad
80,3,5,0,0,0,0,1,16,43,bad
297,7,5,2,3,0,5,1,19,14,good
96,3,4,0,0,0,0,1,23,65,bad
19,1,3,2,0,0,0,1,7,4,bad
74,3,3,1,0,0,0,1,43,23,bad
363,3,7,15,3,1,4,1,19,2,good
22,2,3,0,0,0,0,1,13,1,good
68,2,6,0,0,0,0,1,16,44,good
92,1,4,1,0,0,0,1,19,65,bad
786,16,6,8,10,0,9,1,19,17,good
34,2,3,1,0,0,0,1,25,1,bad
119,4,3,7,0,0,0,1,76,35,bad
47,1,3,2,0,0,0,0,22,18,bad
127,2,8,4,0,0,0,1,10,109,good
83,3,3,0,0,0,0,1,74,1,bad
146,3,8,2,0,0,1,1,16,63,good
38,2,3,1,0,0,0,1,29,1,bad
62,3,6,0,0,0,0,0,24,31,bad
74,3,4,0,0,0,2,1,16,7,good
44,2,5,0,0,0,0,1,17,19,good
28,2,3,0,0,0,0,1,13,7,good
82,6,3,0,4,0,0,0,22,53,bad
52,2,5,0,0,0,1,1,16,22,good
262,4,6,4,1,0,2,1,13,26,good
27,2,3,0,0,0,0,1,18,1,bad
77,2,6,2,0,0,0,1,15,54,good
71,1,4,1,0,0,0,1,11,52,bad
36,2,3,1,0,0,0,1,27,1,bad
84,3,2,1,0,0,0,1,76,0,bad
42,3,4,0,0,0,0,1,18,16,bad
1259,30,4,6,3,0,6,1,19,9,good
30,1,3,0,0,0,0,1,10,12,good
43,3,3,0,0,0,0,1,34,1,bad
178,3,7,2,1,0,4,1,15,108,bad
94,2,3,0,2,0,3,1,13,2,good
38,1,4,1,0,0,0,1,10,20,good
53,3,5,1,0,0,0,1,18,27,good
89,2,5,1,0,0,0,1,11,70,bad
126,3,3,0,1,0,3,1,15,14,good
319,7,11,3,2,0,7,0,14,21,bad
363,3,7,13,3,1,4,1,19,2,good
31,2,3,0,0,0,0,1,22,1,bad
37,2,3,1,0,0,0,1,28,1,bad
29,2,4,0,0,0,0,0,12,10,bad
218,4,6,6,1,0,2,1,11,26,good
194,3,3,1,0,0,10,1,13,4,good
31,1,4,0,0,0,0,1,10,13,good
95,2,5,0,0,0,0,1,15,72,bad
43,2,3,0,0,0,1,1,15,6,good
44,2,5,0,0,0,0,1,17,19,good
41,1,4,0,0,0,0,1,11,22,bad
485,6,3,0,0,0,4,1,20,1,good
82,1,3,0,0,0,4,1,20,1,good
68,2,4,0,0,0,0,1,18,20,good
34,2,3,1,0,0,0,1,25,1,bad
33,2,3,0,0,0,0,1,24,1,bad
83,3,4,0,1,0,2,1,16,11,good
163,10,9,0,0,0,4,0,13,13,bad
108,2,7,5,0,0,1,1,16,63,good
38,2,3,1,0,0,0,1,29,1,bad
92,1,4,1,0,0,0,1,19,65,bad
85,3,3,1,0,0,0,1,76,1,bad
89,3,3,0,0,0,0,1,80,1,bad
88,2,7,0,0,0,1,1,15,10,good
113,2,8,5,0,0,0,1,16,89,good
52,2,5,0,1,0,1,1,17,15,good
27,2,3,0,0,0,0,1,18,1,bad
307,3,9,1,6,0,4,1,27,72,bad
112,3,8,6,0,0,0,1,10,94,good
40,2,3,3,0,0,0,1,31,1,bad
92,1,4,1,0,0,0,1,19,65,bad
68,1,9,2,0,0,0,1,20,40,bad
95,3,3,0,0,0,1,1,15,8,good
28,2,3,0,0,0,0,0,20,1,bad
92,1,4,1,0,0,0,1,19,65,bad
516,5,6,1,0,0,7,1,14,8,good
43,2,3,0,0,0,1,1,15,6,good
88,3,2,0,0,0,0,1,80,0,bad
75,2,7,4,0,0,0,1,16,51,good
114,2,6,1,2,0,0,1,17,89,bad
34,2,3,1,0,0,0,1,25,1,bad
34,2,3,1,0,0,0,1,25,1,bad
31,2,3,0,0,0,0,1,17,6,bad
63,2,3,0,0,0,4,1,20,1,good
51,3,4,0,0,0,0,1,21,22,bad
294,3,7,13,2,1,3,1,19,2,good
49,2,3,0,0,0,2,1,15,6,good
50,2,3,0,0,0,0,1,41,1,bad
23,1,3,0,0,0,0,0,15,1,bad
125,2,7,1,0,0,1,1,15,76,good
110,2,7,7,0,0,1,1,16,65,good
34,2,3,1,0,0,0,1,25,1,bad
30,2,3,1,0,0,0,1,21,1,bad
43,2,3,0,0,0,1,1,15,6,good
77,2,7,1,0,0,1,1,17,48,good
61,1,4,2,0,0,0,1,10,43,good
42,2,3,2,0,0,0,1,33,1,bad
44,2,5,0,0,0,0,1,17,19,good
36,2,3,2,0,0,0,1,27,1,bad
84,2,7,0,0,0,1,1,15,10,good
65,3,3,2,0,0,0,1,43,14,bad
49,2,2,1,0,0,0,1,41,0,bad
44,2,5,0,1,0,0,1,17,19,good
44,2,5,0,0,0,0,1,17,19,good
94,2,7,2,0,0,0,1,10,76,good
48,3,3,1,0,0,0,0,29,12,bad
44,2,5,0,0,0,0,1,17,19,good
61,3,3,0,0,0,1,1,16,11,good
64,2,6,0,0,0,0,1,17,39,good
96,3,4,0,0,0,0,1,23,65,bad
38,2,3,1,0,0,0,1,29,1,bad
20,1,3,0,0,0,0,1,11,1,bad
51,3,4,0,0,0,0,1,21,22,bad
81,2,4,1,0,0,0,1,14,58,good
92,2,3,0,1,0,1,1,15,8,good
92,1,4,1,0,0,0,1,19,65,bad
77,2,7,1,0,0,1,1,17,48,good
70,3,3,1,0,0,0,1,43,19,bad
33,2,3,0,0,0,0,1,24,1,bad
109,2,7,10,0,0,0,1,16,85,good
26,1,3,0,0,0,0,1,17,1,bad
102,2,7,5,0,0,0,1,16,78,good
77,1,5,0,1,0,0,1,10,58,good
43,3,3,0,0,0,0,1,34,1,bad
23,1,3,0,0,0,0,1,14,1,bad
51,2,5,0,0,0,0,1,25,18,good
36,3,3,1,0,0,0,1,27,1,bad
40,2,3,2,0,0,0,1,31,1,bad
40,2,3,1,0,0,0,1,31,1,bad
468,4,5,14,2,0,7,1,19,26,good
44,2,5,0,0,0,0,1,16,20,bad
36,2,3,1,0,0,0,1,27,1,bad
24,1,3,0,0,0,0,1,7,9,bad
54,2,3,0,0,0,0,1,17,29,bad
46,2,3,2,0,0,0,1,37,1,bad
43,2,4,0,0,1,0,1,15,20,good
117,2,5,2,0,0,3,1,14,48,good
85,3,3,1,0,0,0,1,76,1,bad
38,3,4,0,0,0,0,0,14,17,bad
18,1,3,0,0,0,0,1,4,6,bad
388,2,3,1,2,0,10,1,14,7,good
42,2,4,1,0,0,0,1,15,19,good
117,4,5,1,0,0,0,1,23,86,bad
19,1,3,0,0,0,0,1,10,1,good
203,2,8,3,0,0,0,1,10,185,good
47,3,3,2,0,0,0,1,38,1,bad
55,1,3,0,0,0,2,1,15,6,good
315,6,6,0,4,0,8,1,18,35,good
52,3,5,0,0,0,0,1,27,17,bad
28,2,3,0,0,0,0,1,19,1,bad
85,3,3,1,0,0,0,1,76,1,bad
87,2,3,0,0,0,4,1,20,1,good
83,2,5,1,0,0,0,1,11,64,bad
84,3,2,1,0,0,0,1,76,0,bad
34,2,3,1,0,0,0,1,25,1,bad
815,10,6,5,12,0,9,1,19,17,good
190,3,7,3,1,0,4,1,15,108,bad
71,1,4,1,0,0,0,1,11,52,bad
4437,33,3,11,0,0,4,1,20,1,good
91,2,7,4,0,0,0,1,16,67,good
1035,3,3,20,0,0,1,1,24,13,good
72,2,7,0,0,0,0,1,15,10,good
35,2,3,0,0,0,0,0,18,9,good
71,1,4,1,0,0,0,1,11,52,bad
19,1,3,0,0,0,0,1,10,1,bad
50,2,7,0,0,0,0,1,15,10,good
92,1,4,1,0,0,0,1,19,65,bad
106,2,5,1,0,0,0,1,19,79,bad
42,2,4,0,0,0,0,1,15,19,good
38,2,6,0,0,0,0,1,15,10,good
148,1,7,10,0,0,0,1,10,130,good
78,3,4,0,0,0,2,1,16,7,good
44,2,3,2,0,0,0,1,14,22,good
103,2,5,1,0,0,0,1,19,76,bad
27,2,3,0,0,0,0,1,18,1,bad
46,3,3,2,0,0,0,1,37,1,bad
75,3,4,0,0,0,2,1,16,7,good
123,3,5,0,2,1,1,1,19,2,good
107,2,5,1,0,0,0,1,19,80,bad
72,2,7,0,0,0,0,1,15,10,good
92,1,4,1,0,0,0,1,19,65,bad
45,3,3,0,0,0,0,1,27,10,bad
59,2,3,0,0,0,1,1,17,14,good
18,1,3,0,0,0,0,1,4,6,bad
154,1,9,4,0,0,0,1,10,136,good
64,3,3,1,0,0,0,1,43,13,bad
72,2,7,0,0,0,0,1,15,10,good
51,3,4,0,0,0,0,1,21,22,bad
285,13,9,1,1,0,6,0,13,17,bad
107,2,4,1,0,0,1,1,19,52,bad
65,3,3,1,0,0,0,1,43,14,bad
41,2,3,1,0,0,0,1,32,1,bad
44,2,5,0,1,0,0,1,17,19,good
46,2,7,0,0,0,0,1,15,10,good
88,2,5,0,0,0,0,1,7,73,bad
41,1,4,0,0,0,0,1,10,22,good
58,2,4,2,0,0,0,1,21,29,good
72,2,7,0,0,0,0,1,15,10,good
55,2,5,2,0,0,0,0,14,33,good
175,2,7,2,2,0,3,1,15,108,bad
91,2,3,1,1,0,3,1,15,6,good
70,2,3,0,1,0,1,1,15,8,good
242,6,5,0,3,0,6,1,19,14,good
61,2,3,0,0,0,4,1,20,1,good
88,2,6,2,1,0,0,1,15,65,bad
34,2,3,0,0,0,0,1,25,1,bad
72,2,6,3,0,0,0,1,15,49,good
49,3,3,2,0,0,0,1,40,1,bad
23,2,3,0,0,0,0,0,15,1,good
44,2,5,0,1,0,0,1,17,19,good
71,1,4,1,0,0,0,1,11,52,bad
122,2,5,0,2,0,1,1,16,23,good
67,2,3,0,0,0,4,1,20,1,good
84,3,2,1,0,0,0,1,76,0,bad
83,2,5,1,0,0,0,1,11,64,bad
44,2,5,0,0,0,0,1,17,19,good
84,3,2,1,0,0,0,1,76,0,bad
93,1,5,1,0,0,0,1,19,66,bad
255,5,4,2,4,0,6,1,14,33,good
89,2,7,7,0,0,0,1,16,65,good
67,2,5,1,0,0,0,1,14,44,good
30,2,3,0,0,0,0,1,21,1,bad
173,2,7,4,0,0,3,1,15,108,bad
35,2,3,2,0,0,0,1,26,1,bad
75,1,4,0,0,0,0,1,15,52,bad
92,2,3,0,0,0,3,1,15,6,good
55,2,6,1,1,0,0,1,22,25,bad
31,2,3,0,0,0,0,1,22,1,bad
71,1,4,1,0,0,0,1,11,52,bad
49,2,3,0,0,0,1,1,15,6,good
45,3,4,1,0,0,0,1,26,11,bad
144,2,7,10,0,0,0,1,16,120,good
29,2,3,0,0,0,0,1,20,1,good
40,2,2,2,0,0,0,1,32,0,bad
114,1,4,1,0,0,0,1,22,84,bad
92,2,3,1,1,0,3,1,15,6,good
494,6,3,0,0,0,4,1,20,1,good
31,2,3,0,0,0,0,1,14,8,good
30,1,5,0,0,0,0,1,8,14,good
85,3,3,1,0,0,0,1,76,1,bad
34,2,3,0,0,0,0,1,25,1,bad
36,1,4,1,0,0,0,1,10,18,good
76,3,4,0,0,0,2,1,16,7,good
42,2,4,0,0,0,0,1,15,19,good
64,3,5,1,0,0,0,1,22,34,bad
44,2,5,0,1,0,0,1,17,19,good
39,2,3,1,0,0,0,1,30,1,bad
107,2,3,1,0,0,4,1,15,6,good
56,2,6,0,0,0,0,1,15,32,good
370,6,7,12,12,0,8,1,15,44,good
103,1,7,2,1,0,0,1,10,85,good
130,2,8,0,1,0,3,1,15,55,good
187,2,5,0,4,0,3,1,16,93,good
112,2,6,0,0,0,0,1,17,87,bad
35,2,4,0,0,0,0,1,16,11,good
34,2,3,1,0,0,0,1,25,1,bad
38,2,3,0,0,0,0,1,29,1,bad
44,2,5,1,0,0,0,1,17,19,good
146,3,8,2,0,0,1,1,16,63,good
42,2,4,0,0,0,0,1,15,19,good
75,3,3,0,0,0,2,1,16,6,good
34,3,3,0,0,0,0,1,25,1,bad
84,2,7,4,0,0,0,1,16,60,good
124,2,5,2,0,0,3,1,14,48,good
104,2,7,0,1,0,1,1,16,52,good
100,1,7,0,1,0,0,1,9,83,good
145,2,3,0,0,0,4,1,20,1,good
109,1,7,4,0,0,0,1,10,91,good
61,3,6,0,0,0,0,1,17,36,good
116,2,6,0,1,0,2,1,16,59,good
38,2,3,1,0,0,0,1,29,1,bad
30,2,3,0,0,0,0,1,21,1,bad
34,1,3,2,0,0,0,1,25,1,bad
83,3,4,0,1,0,2,1,16,11,good
59,3,3,4,0,0,0,1,50,1,bad
87,3,2,1,0,0,0,1,79,0,bad
60,3,3,1,0,0,0,1,43,9,bad
38,2,3,0,0,0,0,0,30,1,bad
435,2,5,2,2,0,0,1,15,70,good
36,2,3,1,0,0,0,1,27,1,bad
30,2,3,0,0,0,0,1,21,1,bad
96,2,7,5,0,0,0,1,16,72,good
103,2,4,1,0,0,7,1,15,10,good
45,2,3,2,0,0,0,1,25,12,bad
43,2,3,1,0,0,0,1,27,8,bad
85,3,3,1,0,0,0,1,76,1,bad
48,2,3,0,0,0,0,1,39,1,bad
89,3,3,6,0,0,0,1,44,37,bad
40,2,3,0,0,0,0,1,16,16,good
39,6,3,1,0,0,0,1,30,1,bad
80,2,3,0,0,0,4,1,20,1,good
89,1,7,4,0,0,0,1,10,71,good
83,3,3,0,0,0,0,1,74,1,bad
166,2,3,0,1,0,1,1,15,8,good
82,3,3,0,0,0,0,1,73,1,bad
29,2,2,0,0,0,0,0,22,0,bad
44,2,5,0,0,0,0,1,17,19,good
254,3,3,0,3,0,10,1,14,7,good
30,1,3,1,0,0,0,1,21,1,bad
75,3,4,0,0,0,2,1,16,7,good
34,2,3,1,0,0,0,1,25,1,bad
33,2,3,0,0,0,0,1,24,1,bad
70,1,4,5,0,0,0,1,17,44,good
40,2,3,2,0,0,0,1,31,1,bad
34,2,3,1,0,0,0,1,25,1,bad
75,3,3,0,0,0,2,1,16,6,good
68,2,3,0,0,0,4,1,20,1,good
43,2,5,0,0,0,0,1,16,18,good
71,2,7,2,0,0,0,1,16,28,good
25,1,3,0,0,0,0,1,4,13,bad
43,2,3,1,0,0,1,1,15,6,good
310,4,3,1,2,0,4,1,16,4,good
113,2,5,1,0,0,0,1,19,86,bad
23,1,3,1,0,0,0,1,14,1,bad
26,1,3,0,0,0,0,1,10,7,good
167,2,7,1,1,0,3,1,15,108,bad
43,2,5,0,0,0,0,1,17,18,good
85,3,3,1,0,0,0,1,76,1,bad
222,2,3,1,0,0,11,1,12,7,good
119,5,5,2,0,0,1,1,46,16,bad
167,2,7,4,3,0,3,1,15,108,bad
63,3,3,4,0,0,0,1,54,1,bad
224,4,4,0,4,0,5,1,17,14,good
30,2,3,0,0,0,0,1,21,1,bad
31,2,3,0,0,0,0,1,22,1,bad
85,3,3,1,0,0,0,1,76,1,bad
84,3,2,1,0,0,0,1,76,0,bad
190,3,7,1,0,0,4,1,15,108,bad
69,2,5,2,0,0,0,1,16,45,good
103,2,9,1,0,0,0,1,15,80,good
104,3,7,0,0,0,2,1,15,10,good
96,3,4,0,0,0,0,1,23,65,bad
363,3,7,14,2,1,4,1,19,2,good
77,2,5,4,0,0,0,1,16,53,good
71,4,6,0,0,0,1,1,21,30,bad
37,2,3,0,0,0,0,1,16,13,good
45,2,3,1,0,0,0,1,36,1,bad
61,3,6,1,0,0,0,0,23,31,bad
38,2,3,1,0,0,0,1,29,1,bad
38,2,3,2,0,0,0,1,29,1,bad
205,3,4,0,4,0,2,1,16,24,bad
87,3,3,1,0,0,2,1,43,11,bad
21,1,4,1,0,0,0,1,10,3,bad
468,4,5,14,2,0,7,1,19,26,good
75,3,6,1,2,0,1,1,15,48,good
205,3,4,1,2,0,2,1,16,24,bad
40,2,3,1,0,0,0,1,31,1,bad
93,1,5,1,0,0,0,1,19,66,bad
107,2,9,0,1,0,0,1,15,84,good
82,2,5,1,0,0,0,1,21,53,bad
102,2,8,3,0,0,0,1,16,78,good
18,1,2,1,0,0,0,1,10,0,bad
76,3,5,4,0,0,0,0,18,51,bad
18,1,3,0,0,0,0,1,4,6,bad
122,1,6,10,0,0,2,1,12,56,good
